"Plot5"
"Time (sec)","omega2","omega3","omega4"
2.07240875912409,17.9999999998773,9.61413363426171,22.9846133299624
2.11226277372263,18.0000000000519,9.69860320769801,23.1133339523327
2.15211678832117,18.0000000000058,9.78579197334839,23.2444020073096
2.19197080291971,17.9999999999672,9.87577639171949,23.3779096770811
2.23182481751825,18.0000000000923,9.9686362032378,23.5139526518388
2.27167883211679,17.9999999998837,10.0644545874009,23.6526303056871
2.31153284671533,18.0000000000184,10.1633183180052,23.7940458956511
2.35138686131387,17.9999999999388,10.2653179525822,23.9383067482058
2.39124087591241,18.0000000001068,10.3705480080382,24.0855244818571
2.43109489051095,17.9999999998682,10.4791071650323,24.2358152221869
2.47094890510949,18.0000000000635,10.5910984662505,24.3892998526767
2.51080291970803,18.0000000000075,10.70662954853,24.5461042528124
2.55065693430657,17.999999999956,10.8258128688479,24.7063595777183
2.59051094890511,18.0000000001233,10.9487659555852,24.8702025391415
2.63036496350365,17.9999999998188,11.0756116726365,25.0377757063666
2.67021897810219,18.0000000001095,11.2064784985679,25.2092278348191
2.71007299270073,18.0000000000149,11.3415008212812,25.3847142046511
2.74992700729927,17.9999999999269,11.4808192615323,25.5643969859597
2.78978102189781,17.9999999999515,11.6245810002384,25.7484456351028
2.82963503649635,17.9999999999923,11.7729401472702,25.9370372985762
2.86948905109489,18.0000000000454,11.9260581104799,26.1303572722566
2.90934306569343,17.9999999998875,12.0841040130891,26.3285994622877
2.94919708029197,18.0000000001757,12.2472551244378,26.5319668975185
2.98905109489051,17.9999999999083,12.4156973186436,26.7406722721262
3.02890510948906,17.9999999999877,12.5896255769489,26.9549385237783
3.0687591240876,18.0000000000628,12.7692445107098,27.1749994563142
3.10861313868614,17.9999999998308,12.9547689288159,27.4011004076119
3.14846715328468,18.0000000000176,13.1464244463432,27.6334989629595
3.18832116788322,17.9999999999463,13.344448128084,27.8724657277643
3.22817518248176,18.0000000001286,13.549089190221,28.1182851520162
3.2680291970803,17.9999999998921,13.7606097447914,28.3712564188674
3.30788321167884,18.0000000000271,13.9792856025533,28.6316944132639
3.34773722627738,18.0000000000022,14.205407137738,28.8999307462723
3.38759124087592,18.0000000001558,14.4392802181506,29.1763148785658
3.42744525547446,17.9999999997933,14.6812272040925,29.4612153326162
3.467299270073,18.0000000001043,14.9315880345418,29.7550209988169
3.50715328467154,18.0000000000137,15.1907213906582,30.05814255059
3.54700729927008,18.0000000001014,15.4590059605832,30.3710139985798
3.58686131386862,17.999999999955,15.7368418074959,30.694094352757
3.62671532846716,17.9999999999899,16.0246518536221,31.0278694526071
3.6665693430657,18.0000000000375,16.322883488702,31.3728539617838
3.70642335766424,17.999999999901,16.6320103244416,31.7295935325026
3.74627737226278,18.0000000000958,16.9525341031256,32.098667187939
3.78613138686132,17.9999999999397,17.2849867777656,32.4806899364729
3.82598540145986,17.9999999999879,17.629932792974,32.8763156230985
3.8658394160584,18.0000000000619,17.9879715755696,33.2862400943493
3.90569343065694,17.9999999998571,18.3597402731529,33.7112046704921
3.94554744525548,18.0000000001737,18.7459167654716,34.1519999950305
3.98540145985402,17.9999999999135,19.1472229806135,34.6094702920291
4.02525547445256,17.9999999999914,19.5644285669934,35.0845181104831
4.0651094890511,18.0000000000488,19.9983549542714,35.578109596543
4.10496350364964,17.9999999999081,20.4498798710127,36.0912803951547
4.14481751824818,18.0000000001063,20.9199423785177,36.6251422639695
4.18467153284672,17.9999999999399,21.4095484960436,37.1808905062923
4.22452554744526,17.9999999999946,21.919777516743,37.7598123696817
4.2643795620438,18.0000000000328,22.4517891138787,38.3632965491639
4.30423357664234,17.9999999999599,23.0068313771607,38.9928440013039
4.34408759124088,17.99999999993,23.5862499341186,39.6500802915138
4.38394160583942,17.9999999999834,24.1914983489296,40.3367697551423
4.42379562043796,18.000000000017,24.8241500367659,41.0548318184279
4.4636496350365,17.999999999951,25.4859119829975,41.8063599017616
4.50350364963504,18.0000000000858,26.17864062705,42.5936434304673
4.54335766423358,17.9999999998587,26.9043603571814,43.4191936051276
4.58321167883212,18.0000000000539,27.6652851870193,44.2857737686477
4.62306569343066,18.0000000000043,28.4638443157039,45.196435395825
4.6629197080292,17.9999999999796,29.3027124987437,46.1545610675678
4.70277372262774,17.999999999837,30.1848463904865,47.1639161308488
4.74262773722628,18.0000000001168,31.1135283953412,48.2287113021518
4.78248175182482,18.00000000002,32.0924200221809,49.353679142791
4.82233576642336,17.9999999999273,33.1256274144747,50.5441683332386
4.8621897810219,18.0000000001342,34.2177826070463,51.8062609647055
4.90204379562045,17.9999999999312,35.3741453572206,53.1469199758642
4.94189781021899,17.9999999999965,36.6007322119045,54.5741765316992
4.98175182481753,18.0000000000316,37.9044820782189,56.0973709796932
5.02160583941607,17.9999999998916,39.2934714589166,57.7274667537628
5.06145985401461,18.0000000001788,40.7771982790078,59.4774650944152
5.10131386861315,17.9999999999027,42.3669620753715,61.3629614993803
5.14116788321169,17.9999999999732,44.0763821817825,63.4029052704135
5.18102189781023,18.0000000001201,45.922117694086,65.6206562124795
5.22087591240877,17.9999999998186,47.924889537027,68.0454865964007
5.26072992700731,18.0000000000916,50.1109673193869,70.7147686182308
5.30058394160585,18.0000000000112,52.5143935041945,73.6772502236081
5.34043795620439,17.9999999999445,55.1804199650065,76.9981222006848
5.38029197080293,18.0000000001189,58.1710238233162,80.7671602359925
5.42014598540147,17.9999999998646,61.5741726492109,85.1124176482522
5.46,18.0000000000886,65.5202760568245,90.2245688034783
